game,arm,rewardArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
5,FAST,NA,5,1,3,39,139,"Sure thing","NoSHbXf0","Steal pot delivery to Lidiya Milford and share some of the profits with the people.",60,5,true
5,FAST,NA,6,1,3,99,199,"Quite likely","WBlmI464","Escort Kawehi Beckham to pasture in Scalekeep where they can meet with their long lost horse",84,6,false
5,FAST,HIGH,7,1,2,99,199,"Walk in the park","ewhgiYRO","Escort Bet Brynjólfsdóttir to steppe in Sharpkeep where they can meet with their long lost house",75,7,true
5,FAST,HIGH,9,2,2,74,274,"Walk in the park","CkXc1mhD","Help Beso Gabrielson to sell an unordinary sheep on the local market",35,5,false
5,FAST,HIGH,11,2,2,24,274,"Walk in the park","1rHy16Pc","Create an advertisement campaign for Gotthilf Belmont to promote their chariot based business",26,3,true
5,FAST,HIGH,12,2,2,50,300,"Piece of cake","owWv3Tx7","Help Agneza Gibbons to sell an unordinary pan on the local market",25,3,true
5,FAST,LOW,13,2,2,75,325,"Piece of cake","foUhpDPS","Rescue Germaine Elliston from grassland in Frostcrest where they are attacked by angry chariot",19,4,true
5,FAST,HIGH,14,2,2,94,344,"Walk in the park","2hAuk8jh","Escort Christ Averill to peninsula in Everford where they can meet with their long lost clothes",96,7,true
5,FAST,HIGH,16,3,2,90,440,"Hmmm....","Bbbl77gG","Create an advertisement campaign for Vavřinec Kjartansson to promote their pan based business",40,5,true
5,FAST,LOW,18,4,2,30,480,"Risky","4udaRZTE","Rescue Wright Goody from meadow in Snowmoore where they are attacked by angry cat",32,3,true
5,FAST,LOW,19,4,2,62,512,"Piece of cake","kV6Ago1T","Rescue Beso Hunnisett from peninsula in Thorndeen where they are attacked by angry wagon",36,7,true
5,FAST,HIGH,20,4,2,98,548,"Quite likely","jOUlpddS","Steal dog from Adamo Fitzroy",97,7,true
5,FAST,HIGH,22,5,2,95,645,"Walk in the park","SAiWAd8w","Steal weed from Joo-won Andrews",112,6,true
5,FAST,LOW,24,6,2,107,757,"Piece of cake","sBjgheI6","Escort Nikolaj Prescott to savannah in Orrinmountain where they can meet with their long lost weed",85,5,true
5,FAST,HIGH,25,6,2,192,842,"Suicide mission","5hVWrWWW","Investigate Cyrillus Clifton and find out their relation to the magic wagon.",235,3,false
5,FAST,HIGH,27,6,2,142,842,"Piece of cake","QuQYVsXX","Escort Kristiāna Bronson to village in Fallpool where they can meet with their long lost chicken",119,4,true
5,FAST,LOW,28,6,2,261,961,"Piece of cake","KnOFEgYa","Rescue Salli Solomon from steppe in Snowhill where they are attacked by angry clothes",43,4,true
5,FAST,LOW,29,6,2,304,1004,"Piece of cake","xVtcPCpb","Rescue Efigênia Dickinson from meadow in Darkford where they are attacked by angry chariot",35,7,false
5,FAST,LOW,31,6,2,254,1004,"Gamble","5mjb2sds","Help defending savannah in Doveshaw from the intruders",125,6,false
5,FAST,LOW,33,6,2,204,1004,"Walk in the park","l3IdPfpU","Help defending peninsula in Lightport from the intruders",125,5,true
5,FAST,NA,34,6,2,329,1129,"Sure thing","x4iwJiav","Help defending thrift shoppe in Northdale from the intruders",150,5,true
5,FAST,LOW,35,6,2,479,1279,"Quite likely","GhD60RsT","Help defending plains in Falldrone from the intruders",149,7,true
5,FAST,LOW,36,6,2,628,1428,"Quite likely","BK81JRa7","Help defending meadow in Fallshore from the intruders",131,7,true
5,FAST,HIGH,37,6,2,759,1559,"Piece of cake","2uSLyUl0","Help defending steppe in Whitefair from the intruders",162,5,true
5,FAST,HIGH,38,6,2,921,1721,"Quite likely","GRHwhKYi","Help defending thrift shoppe in Metalmere from the intruders",184,3,true
5,FAST,HIGH,39,6,2,1105,1905,"Piece of cake","0TaRIFJ7","Help defending savannah in Orrinmere from the intruders",149,4,true
5,FAST,HIGH,40,6,2,1254,2054,"Piece of cake","ICMZTYjs","Help defending field in Darkmere from the intruders",139,5,true
5,FAST,HIGH,41,6,2,1393,2193,"Walk in the park","JroSJ7b2","Help defending grassland in Fallwell from the intruders",162,5,true
5,FAST,LOW,42,6,2,1555,2355,"Piece of cake","b1jJh7w8","Help defending plains in Burnskeep from the intruders",91,4,true
5,FAST,LOW,43,6,2,1646,2446,"Quite likely","kSFjJOaM","Help defending pasture in Sharpdean from the intruders",126,6,true
5,FAST,LOW,44,6,2,1772,2572,"Quite likely","meeTRKkO","Help defending savannah in Everbane from the intruders",130,3,true
5,FAST,LOW,45,6,2,1902,2702,"Rather detrimental","HNTgASl4","Help defending thicket in Greyshaw from the intruders",122,6,false
5,FAST,HIGH,47,6,2,1852,2702,"Playing with fire","fmOnmK0F","Help defending hill in Masondrone from the intruders",142,6,false
5,FAST,HIGH,49,6,2,1802,2702,"Playing with fire","e8b9Mqfk","Help defending church in Lightdean from the intruders",118,5,false
6,NONE,HIGH,0,0,3,0,0,"Piece of cake","eZz25p7U","Help Jaymes Rollins to sell an unordinary house on the local market",27,7,true
6,NONE,HIGH,1,0,3,27,27,"Walk in the park","rPWWsZ6p","Create an advertisement campaign for Pejo Midgley to promote their chicken based business",29,6,true
6,NONE,HIGH,2,0,3,56,56,"Hmmm....","SKPqWAI8","Escort Sabah Rowland to plains in Scalefire where they can meet with their long lost wagon",76,7,false
6,NONE,LOW,3,0,2,56,56,"Walk in the park","BpjcR13R","Help Piotr Witherspoon to fix their water",10,4,true
6,NONE,HIGH,4,0,2,66,66,"Quite likely","UOeXwmvR","Help Yuriy Rogerson to write their biographical novel about their difficulties with a deranged chariot",39,3,true
6,NONE,NA,5,0,2,105,105,"Walk in the park","f028l0cT","Help Di̇lek Belanger to write their biographical novel about their difficulties with a deranged dog",31,6,true
6,NONE,NA,6,0,2,136,136,"Walk in the park","8zRDXn3i","Create an advertisement campaign for Eni̇s Ellison to promote their turnips based business",24,7,true
6,NONE,HIGH,7,0,2,160,160,"Hmmm....","sKMpWT11","Escort Cefin Hampton to field in Lowekeep where they can meet with their long lost pot",68,7,true
6,NONE,LOW,8,0,2,228,228,"Risky","Ut6BCULa","Help Máirtín Desprez to transport a magic dog to thrift shoppe in Lowemoore",14,6,true
6,NONE,HIGH,9,0,2,242,242,"Piece of cake","jChhl6w4","Help Effie Allaire to transport a magic water to steppe in Fallhole",11,5,true
6,NONE,HIGH,10,0,2,253,253,"Hmmm....","EIV59k1D","Create an advertisement campaign for Fantine Bradford to promote their weed based business",43,7,true
6,NONE,HIGH,11,0,2,296,296,"Gamble","haMBtOCH","Help Mattaniah Hlöðversson to sell an unordinary pot on the local market",32,4,false
6,NONE,NA,13,0,2,246,296,"Piece of cake","sY5sI8pE","Steal house delivery to Albertus Bancroft and share some of the profits with the people.",55,6,true
6,NONE,LOW,14,0,2,301,351,"Quite likely","oRyawK7b","Help Avksentiy Patrick to write their biographical novel about their difficulties with a deranged turnips",34,7,true
6,NONE,LOW,15,0,2,335,385,"Quite likely","HrSH2d7q","Help Osborn Summerfield to write their biographical novel about their difficulties with a deranged pot",40,6,true
6,NONE,HIGH,16,0,2,375,425,"Piece of cake","g3rUsv47","Escort Ziv Strange to village in Lightdinny where they can meet with their long lost chicken",77,7,true
6,NONE,HIGH,17,0,2,452,502,"Sure thing","YJD7zWce","Steal squirrel delivery to Egbert Jefferson and share some of the profits with the people.",79,7,true
6,NONE,LOW,18,0,2,531,581,"Piece of cake","a2ESdL4c","Help Krystina Raynerson to write their biographical novel about their difficulties with a deranged potatoes",21,4,true
6,NONE,HIGH,19,0,2,552,602,"Piece of cake","1ksI4589","Create an advertisement campaign for Batari Martell to promote their turnips based business",33,3,true
6,NONE,NA,20,0,2,585,635,"Piece of cake","b5vn98LH","Create an advertisement campaign for Soleil Meadows to promote their squirrel based business",22,6,true
6,NONE,LOW,21,0,2,607,657,"Hmmm....","hnztptVT","Escort Hildr Hlöðversson to savannah in Westwatch where they can meet with their long lost potatoes",60,6,true
6,NONE,LOW,22,0,2,667,717,"Hmmm....","lHH7fRWR","Help defending thrift shoppe in Metalwatch from the intruders",99,6,true
6,NONE,LOW,23,0,2,766,816,"Playing with fire","3QyCbivV","Escort Noreen Hawkins to steppe in Bleakgill where they can meet with their long lost water",68,4,false
6,NONE,LOW,25,0,2,716,816,"Hmmm....","dNwxxRWI","Escort Bazyli Hulduson to field in Darkseed where they can meet with their long lost pot",51,5,true
6,NONE,HIGH,26,0,2,767,867,"Piece of cake","mAJ7EpMk","Help defending peninsula in Highpool from the intruders",102,5,true
6,NONE,NA,27,0,2,869,969,"Piece of cake","pQfG8pUY","Escort Ján Abrahams to savannah in Scalecaster where they can meet with their long lost clothes",72,4,true
6,NONE,HIGH,28,0,2,941,1041,"Rather detrimental","MIqDj0x9","Investigate Onesimus Woodhams and find out their relation to the magic pot.",137,3,false
6,NONE,NA,30,0,2,891,1041,"Piece of cake","6gvIx1sq","Help defending village in Highport from the intruders",96,5,true
6,NONE,HIGH,31,0,2,987,1137,"Risky","YKuLFiKv","Investigate Tin Strickland and find out their relation to the magic squirrel.",146,3,false
6,NONE,NA,33,0,2,937,1137,"Piece of cake","zUZDyS0Y","Help defending grassland in Blacksheen from the intruders",93,5,true
6,NONE,HIGH,34,0,2,1030,1230,"Hmmm....","S3Zqzw3t","Investigate Ouranos Stringer and find out their relation to the magic squirrel.",144,3,true
6,NONE,LOW,35,0,2,1174,1374,"Gamble","MXh14uNj","Help defending village in Highhole from the intruders",84,7,true
6,NONE,LOW,36,0,2,1258,1458,"Piece of cake","VXkdWEji","Help defending pasture in Everfair from the intruders",95,7,true
6,NONE,HIGH,37,0,2,1353,1553,"Piece of cake","ZmjTDN5i","Help defending pasture in Fangdale from the intruders",105,5,true
6,NONE,HIGH,38,0,2,1458,1658,"Walk in the park","4rNgus8n","Help defending plains in Ridgeshaw from the intruders",96,4,true
6,NONE,HIGH,39,0,2,1554,1754,"Piece of cake","nw0AwJKG","Help defending plains in Highdean from the intruders",95,7,true
6,NONE,HIGH,40,0,2,1649,1849,"Piece of cake","V7cP0QSu","Help defending meadow in Penmountain from the intruders",90,7,true
6,NONE,LOW,41,0,2,1739,1939,"Walk in the park","eLWcIUTa","Help defending meadow in Ridgedrone from the intruders",66,7,true
6,NONE,HIGH,42,0,2,1805,2005,"Risky","0RZsWO4X","Help defending plains in Fangford from the intruders",97,3,true
6,NONE,HIGH,43,0,2,1902,2102,"Rather detrimental","FoLL71Y2","Help defending thrift shoppe in Dovegarden from the intruders",87,4,true
6,NONE,HIGH,44,0,2,1989,2189,"Rather detrimental","DrDvPVTK","Help defending peninsula in Metalcawl from the intruders",74,6,false
6,NONE,HIGH,46,0,2,1939,2189,"Suicide mission","1Fw1RtfL","Help defending woodland in Oldshore from the intruders",91,6,false
6,NONE,LOW,48,0,2,1889,2189,"Gamble","PLFSoTWc","Help defending forest in Strongbury from the intruders",59,4,false
7,FAST,LOW,0,0,3,0,0,"Sure thing","si9YF9BW","Help Cristen Hepburn to fix their dog",3,7,true
7,FAST,LOW,1,0,3,3,3,"Piece of cake","AwFKSUcb","Help Fouad Philips to fix their house",2,6,false
7,FAST,HIGH,2,0,2,3,3,"Piece of cake","sBOO4eSy","Create an advertisement campaign for Setare Sergeant to promote their horse based business",30,5,true
7,FAST,HIGH,3,0,2,33,33,"Quite likely","jbH5SX9P","Create an advertisement campaign for Domitian Hunnisett to promote their water based business",35,4,false
7,FAST,LOW,4,0,1,33,33,"Walk in the park","heCxVxYs","Help Hann Stidolph to transport a magic dog to field in Masonhole",19,6,true
7,FAST,NA,6,0,2,2,52,"Piece of cake","JdbDLJdQ","Help Issy Stevens to clean their chicken",5,5,true
7,FAST,LOW,7,0,2,7,57,"Piece of cake","fHeJUNx8","Help Leann Stevenson to reach an agreement with Feray Washington on the matters of disputed turnips",8,7,true
7,FAST,HIGH,8,0,2,15,65,"Hmmm....","BpQzrMdJ","Help Micky Christopher to sell an unordinary chariot on the local market",10,6,true
7,FAST,LOW,9,0,2,25,75,"Gamble","5JrkezgJ","Create an advertisement campaign for Dell Yule to promote their potatoes based business",21,5,false
7,FAST,HIGH,10,0,1,25,75,"Piece of cake","XXHN7LiC","Help Jolie Washington to sell an unordinary potatoes on the local market",30,4,false
8,NONE,LOW,0,0,3,0,0,"Walk in the park","ILTSAu6W","Help Valentyna Gylfason to clean their cat",3,7,true
8,NONE,LOW,1,0,3,3,3,"Walk in the park","0PMJ83ie","Help Herman Carlisle to fix their beer mug",6,6,true
8,NONE,HIGH,2,0,3,9,9,"Walk in the park","WK0w81jF","Escort Bridgette Martell to village in Dornbane where they can meet with their long lost wagon",66,5,true
8,NONE,HIGH,3,0,3,75,75,"Piece of cake","aYYiPGWD","Escort Lowie Jamison to thrift shoppe in Greyspring where they can meet with their long lost clothes",60,6,true
8,NONE,HIGH,4,0,3,135,135,"Piece of cake","FpAw2lSp","Create an advertisement campaign for Ælfþryð Harford to promote their water based business",22,3,true
8,NONE,LOW,5,0,3,157,157,"Piece of cake","t233QRsZ","Help Gróa Bamborough to clean their pan",7,5,true
8,NONE,LOW,6,0,3,164,164,"Piece of cake","FAUfUEOf","Help Kitty Bowe to transport a magic horse to steppe in Razormoore",19,5,true
8,NONE,LOW,7,0,3,183,183,"Piece of cake","LzgFQCNS","Help Lita Broadbent to transport a magic sheep to meadow in Snowgill",24,6,true
8,NONE,LOW,8,0,3,207,207,"Walk in the park","caBembxE","Create an advertisement campaign for Trees Hilmarsdóttir to promote their pan based business",28,7,false
8,NONE,HIGH,9,0,2,207,207,"Piece of cake","h6zDpNUA","Escort Verna Sergeant to thrift shoppe in Bleakspring where they can meet with their long lost dog",76,7,false
8,NONE,HIGH,11,0,2,157,207,"Gamble","BSHtocBA","Escort Stina Treloar to peninsula in Northdeen where they can meet with their long lost wagon",61,6,true
8,NONE,NA,12,0,2,218,268,"Piece of cake","KWxkkxLY","Steal chariot delivery to Mikayla Kitchens and share some of the profits with the people.",44,7,true
8,NONE,NA,13,0,2,262,312,"Hmmm....","LdRZMXa5","Help Pembe Underwood to sell an unordinary house on the local market",20,7,true
8,NONE,HIGH,14,0,2,282,332,"Quite likely","Nodn7f6m","Create an advertisement campaign for Modesto Underhill to promote their wagon based business",35,7,true
8,NONE,HIGH,15,0,2,317,367,"Piece of cake","Nt7ddkwY","Steal pot delivery to Caitlyn Quickley and share some of the profits with the people.",52,7,true
8,NONE,HIGH,16,0,2,369,419,"Piece of cake","WuZYoeAh","Create an advertisement campaign for Zoroaster Burnham to promote their pot based business",47,6,true
8,NONE,HIGH,17,0,2,416,466,"Piece of cake","YgMFWXZM","Help Eirenaios Sangster to sell an unordinary potatoes on the local market",34,4,true
8,NONE,LOW,18,0,2,450,500,"Gamble","iJcWwCFW","Help Cuimín Marchand to write their biographical novel about their difficulties with a deranged wagon",35,7,true
8,NONE,NA,19,0,2,485,535,"Quite likely","2riLKMfQ","Create an advertisement campaign for Shari Townsend to promote their pot based business",31,7,true
8,NONE,NA,20,0,2,516,566,"Gamble","ypz7SeJB","Help Adamo Snyders to write their biographical novel about their difficulties with a deranged cat",39,3,true
8,NONE,LOW,21,0,2,555,605,"Piece of cake","oH3Svi1K","Help defending thrift shoppe in Blackdean from the intruders",115,7,true
8,NONE,LOW,22,0,2,670,720,"Piece of cake","x6V3jT0A","Help defending pasture in Pencrest from the intruders",120,6,true
8,NONE,HIGH,23,0,2,790,840,"Piece of cake","5sVux4sD","Help defending thrift shoppe in Sharpwatch from the intruders",146,5,true
8,NONE,HIGH,24,0,2,936,986,"Piece of cake","hxqCRQ12","Help defending plains in Fangdale from the intruders",131,5,true
8,NONE,HIGH,25,0,2,1067,1117,"Walk in the park","hCm8nI9a","Help defending village in Metalmountain from the intruders",117,5,true
8,NONE,NA,26,0,2,1184,1234,"Piece of cake","XCQxKKgj","Escort Laurie Southgate to pasture in Razorfire where they can meet with their long lost pot",63,4,true
8,NONE,NA,27,0,2,1247,1297,"Piece of cake","lB9dcv8d","Help defending meadow in Sharpton from the intruders",106,7,true
8,NONE,NA,28,0,2,1353,1403,"Piece of cake","2HMXCz0m","Help defending meadow in Ravengill from the intruders",96,7,true
8,NONE,NA,29,0,2,1449,1499,"Walk in the park","GeoLUpUo","Help defending thrift shoppe in Penhole from the intruders",116,4,true
8,NONE,LOW,30,0,2,1565,1615,"Suicide mission","v5QxQNbL","Investigate Wenzeslaus Hightower and find out their relation to the magic clothes.",100,3,false
8,NONE,NA,32,0,2,1515,1615,"Sure thing","OerJYZrC","Help defending peninsula in Razorpeak from the intruders",97,5,true
8,NONE,HIGH,33,0,2,1612,1712,"Walk in the park","nU1HiRSF","Help defending meadow in Bleakkeep from the intruders",107,4,true
8,NONE,NA,34,0,2,1719,1819,"Piece of cake","KojEmc9w","Help defending thrift shoppe in Thornhole from the intruders",109,4,true
8,NONE,HIGH,35,0,2,1828,1928,"Hmmm....","B3om1qfk","Help defending steppe in Newgannon from the intruders",129,3,false
8,NONE,LOW,37,0,2,1778,1928,"Quite likely","GD0QHSra","Help defending steppe in Olddinny from the intruders",68,7,true
8,NONE,LOW,38,0,2,1846,1996,"Risky","7cyZHjaZ","Help defending village in Everburg from the intruders",72,6,false
8,NONE,LOW,40,0,2,1796,1996,"Quite likely","056QPnSK","Help defending grassland in Masonshore from the intruders",71,4,true
8,NONE,NA,41,0,2,1867,2067,"Piece of cake","1XvSQK9X","Help defending village in Orrindale from the intruders",104,7,true
8,NONE,HIGH,42,0,2,1971,2171,"Risky","2aavtbIy","Help defending pasture in Masondinny from the intruders",90,5,false
8,NONE,HIGH,44,0,2,1921,2171,"Risky","l1gpAYCf","Help defending field in Northwhyte from the intruders",91,6,false
8,NONE,HIGH,46,0,2,1871,2171,"Suicide mission","x0RftGdy","Help defending pasture in Frostham from the intruders",92,4,false
8,NONE,LOW,48,0,2,1821,2171,"Hmmm....","E6EHgzKi","Help defending cave in Oldhill from the intruders",72,6,true
